ANO;UF;Município;IDHM;IDHM_E;IDHM_L;IDHM_R
1991;29;CONDE;0,258;0,080;0,535;0,400
1991;29;CONDEÚBA;0,298;0,091;0,623;0,466
1991;29;CONTENDAS DO SINCORÁ;0,299;0,117;0,508;0,449
1991;29;CORAÇÃO DE MARIA;0,309;0,108;0,556;0,493
1991;29;CORDEIROS;0,265;0,076;0,618;0,396
1991;29;CORIBE;0,314;0,108;0,616;0,464
1991;29;CORONEL JOÃO SÁ;0,176;0,024;0,542;0,418
1991;29;CORRENTINA;0,279;0,080;0,599;0,454
1991;29;COTEGIPE;0,261;0,074;0,580;0,413
1991;29;CRAVOLÂNDIA;0,287;0,104;0,605;0,374
1991;29;CRISÓPOLIS;0,251;0,069;0,512;0,448
1991;29;CRISTÓPOLIS;0,282;0,087;0,577;0,449
1991;29;CRUZ DAS ALMAS;0,451;0,275;0,633;0,528
1991;29;CURAÇÁ;0,291;0,097;0,553;0,461
1991;29;DÁRIO MEIRA;0,203;0,045;0,499;0,374
1991;29;DIAS D'ÁVILA;0,416;0,214;0,591;0,568
1991;29;DOM BASÍLIO;0,310;0,109;0,620;0,442
1991;29;DOM MACEDO COSTA;0,326;0,128;0,631;0,429
1991;29;ELÍSIO MEDRADO;0,341;0,145;0,645;0,425
1991;29;ENCRUZILHADA;0,234;0,049;0,613;0,428
1991;29;ENTRE RIOS;0,298;0,111;0,532;0,448
1991;29;ESPLANADA;0,336;0,149;0,538;0,474
1991;29;EUCLIDES DA CUNHA;0,257;0,082;0,505;0,409
1991;29;EUNÁPOLIS;0,392;0,177;0,627;0,543
1991;29;FÁTIMA;0,230;0,074;0,439;0,374
1991;29;FEIRA DA MATA;0,292;0,087;0,568;0,504
1991;29;FEIRA DE SANTANA;0,460;0,273;0,603;0,591
1991;29;FILADÉLFIA;0,246;0,078;0,483;0,393
1991;29;FIRMINO ALVES;0,341;0,136;0,618;0,471
1991;29;FLORESTA AZUL;0,347;0,153;0,629;0,435
1991;29;FORMOSA DO RIO PRETO;0,376;0,175;0,593;0,512
1991;29;GANDU;0,380;0,177;0,551;0,562
1991;29;GAVIÃO;0,301;0,093;0,597;0,490
1991;29;GENTIO DO OURO;0,293;0,093;0,544;0,498
1991;29;GLÓRIA;0,308;0,113;0,591;0,436
1991;29;GONGOGI;0,277;0,095;0,600;0,372
1991;29;GOVERNADOR MANGABEIRA;0,359;0,190;0,585;0,416
1991;29;GUAJERU;0,221;0,047;0,625;0,367
1991;29;GUANAMBI;0,413;0,202;0,666;0,524
1991;29;GUARATINGA;0,253;0,061;0,542;0,491
1991;29;HELIÓPOLIS;0,227;0,057;0,524;0,390
1991;29;IAÇU;0,281;0,107;0,477;0,433
1991;29;IBIASSUCÊ;0,301;0,107;0,642;0,396
1991;29;IBICARAÍ;0,334;0,140;0,571;0,466
1991;29;IBICOARA;0,270;0,088;0,567;0,394
1991;29;IBICUÍ;0,305;0,089;0,577;0,550
1991;29;IBIPEBA;0,318;0,139;0,525;0,440
1991;29;IBIPITANGA;0,231;0,044;0,626;0,447
1991;29;IBIQUERA;0,199;0,041;0,497;0,388
1991;29;IBIRAPITANGA;0,229;0,054;0,569;0,392
1991;29;IBIRAPUÃ;0,358;0,149;0,665;0,464
1991;29;IBIRATAIA;0,297;0,091;0,634;0,453
1991;29;IBITIARA;0,288;0,099;0,625;0,388
1991;29;IBITITÁ;0,285;0,115;0,468;0,432
1991;29;IBOTIRAMA;0,331;0,123;0,626;0,469
1991;29;ICHU;0,427;0,295;0,589;0,448
1991;29;IGAPORÃ;0,345;0,158;0,632;0,412
1991;29;IGRAPIÚNA;0,219;0,041;0,607;0,423
1991;29;IGUAÍ;0,267;0,068;0,620;0,451
1991;29;ILHÉUS;0,389;0,170;0,660;0,525
1991;29;INHAMBUPE;0,263;0,089;0,489;0,418
1991;29;IPECAETÁ;0,223;0,051;0,533;0,410
1991;29;IPIAÚ;0,362;0,159;0,556;0,537
1991;29;IPIRÁ;0,264;0,071;0,581;0,447
1991;29;IPUPIARA;0,323;0,128;0,614;0,429
1991;29;IRAJUBA;0,244;0,067;0,571;0,378
1991;29;IRAMAIA;0,276;0,090;0,605;0,388
1991;29;IRAQUARA;0,277;0,098;0,544;0,400
1991;29;IRARÁ;0,317;0,138;0,532;0,433
1991;29;IRECÊ;0,407;0,228;0,544;0,545
1991;29;ITABELA;0,291;0,095;0,555;0,469
1991;29;ITABERABA;0,344;0,165;0,524;0,471
1991;29;ITABUNA;0,453;0,256;0,607;0,598
1991;29;ITACARÉ;0,241;0,056;0,529;0,471
1991;29;ITAETÉ;0,220;0,052;0,547;0,372
1991;29;ITAGI;0,265;0,099;0,468;0,403
1991;29;ITAGIBÁ;0,296;0,104;0,597;0,418
1991;29;ITAGIMIRIM;0,309;0,113;0,548;0,477
1991;29;ITAGUAÇU DA BAHIA;0,203;0,046;0,561;0,326
1991;29;ITAJU DO COLÔNIA;0,270;0,095;0,541;0,385
1991;29;ITAJUÍPE;0,338;0,141;0,584;0,467
1991;29;ITAMARAJU;0,334;0,127;0,547;0,535
1991;29;ITAMARI;0,328;0,131;0,565;0,478
1991;29;ITAMBÉ;0,332;0,143;0,567;0,453
1991;29;ITANAGRA;0,300;0,124;0,538;0,404
1991;29;ITANHÉM;0,346;0,140;0,610;0,486
1991;29;ITAPARICA;0,407;0,245;0,601;0,458
1991;29;ITAPÉ;0,263;0,079;0,622;0,371
1991;29;ITAPEBI;0,218;0,040;0,621;0,416
1991;29;ITAPETINGA;0,398;0,188;0,613;0,547
1991;29;ITAPICURU;0,198;0,040;0,460;0,419
1991;29;ITAPITANGA;0,325;0,130;0,581;0,454
1991;29;ITAQUARA;0,264;0,087;0,507;0,417
1991;29;ITARANTIM;0,298;0,105;0,604;0,419
1991;29;ITATIM;0,291;0,095;0,608;0,428
1991;29;ITIRUÇU;0,318;0,119;0,615;0,439
1991;29;ITIÚBA;0,241;0,065;0,497;0,431
1991;29;ITORORÓ;0,322;0,129;0,560;0,463
1991;29;ITUAÇU;0,308;0,109;0,567;0,472
1991;29;ITUBERÁ;0,301;0,118;0,546;0,425
1991;29;IUIÚ;0,280;0,087;0,569;0,442
1991;29;JABORANDI;0,235;0,053;0,616;0,398
1991;29;JACARACI;0,299;0,101;0,642;0,411
1991;29;JACOBINA;0,363;0,177;0,529;0,512
1991;29;JAGUAQUARA;0,309;0,101;0,627;0,468
1991;29;JAGUARARI;0,318;0,112;0,627;0,458
1991;29;JAGUARIPE;0,271;0,070;0,625;0,455
1991;29;JANDAÍRA;0,265;0,087;0,535;0,401
1991;29;JEQUIÉ;0,382;0,173;0,622;0,517
1991;29;JEREMOABO;0,244;0,064;0,495;0,457
1991;29;JIQUIRIÇÁ;0,283;0,091;0,593;0,419
1991;29;JITAÚNA;0,248;0,061;0,605;0,414
1991;29;JOÃO DOURADO;0,290;0,122;0,439;0,457
1991;29;JUAZEIRO;0,396;0,212;0,556;0,528
1991;29;JUCURUÇU;0,202;0,038;0,564;0,383
1991;29;JUSSARA;0,256;0,091;0,439;0,422
1991;29;JUSSARI;0,299;0,112;0,595;0,403
1991;29;JUSSIAPE;0,369;0,169;0,636;0,469
1991;29;LAFAIETE COUTINHO;0,255;0,072;0,604;0,381
1991;29;LAGOA REAL;0,210;0,054;0,632;0,273
1991;29;LAJE;0,289;0,081;0,632;0,470
1991;29;LAJEDÃO;0,382;0,169;0,548;0,601
1991;29;LAJEDINHO;0,234;0,070;0,507;0,363
1991;29;LAJEDO DO TABOCAL;0,174;0,022;0,581;0,412
1991;29;LAMARÃO;0,248;0,072;0,587;0,359
1991;29;LAPÃO;0,338;0,170;0,508;0,446
1991;29;LAURO DE FREITAS;0,474;0,272;0,609;0,643
1991;29;LENÇÓIS;0,340;0,153;0,544;0,473
1991;29;LICÍNIO DE ALMEIDA;0,328;0,131;0,632;0,428
1991;29;LIVRAMENTO DE NOSSA SENHORA;0,367;0,159;0,638;0,487
1991;29;LUÍS EDUARDO MAGALHÃES;0,391;0,147;0,609;0,667
1991;29;MACAJUBA;0,247;0,068;0,557;0,397
1991;29;MACARANI;0,309;0,105;0,609;0,461
1991;29;MACAÚBAS;0,271;0,081;0,614;0,399
1991;29;MACURURÉ;0,282;0,129;0,505;0,344
1991;29;MADRE DE DEUS;0,467;0,307;0,613;0,540
1991;29;MAETINGA;0,218;0,042;0,623;0,397
1991;29;MAIQUINIQUE;0,299;0,116;0,566;0,408
1991;29;MAIRI;0,274;0,088;0,546;0,429
1991;29;MALHADA;0,220;0,058;0,511;0,358
1991;29;MALHADA DE PEDRAS;0,244;0,060;0,556;0,437
1991;29;MANOEL VITORINO;0,221;0,050;0,580;0,371
1991;29;MANSIDÃO;0,252;0,074;0,626;0,345
1991;29;MARACÁS;0,289;0,103;0,541;0,435
1991;29;MARAGOGIPE;0,341;0,144;0,638;0,432
1991;29;MARAÚ;0,244;0,047;0,604;0,509
1991;29;MARCIONÍLIO SOUZA;0,193;0,039;0,498;0,373
1991;29;MASCOTE;0,208;0,039;0,576;0,402
1991;29;MATA DE SÃO JOÃO;0,378;0,191;0,561;0,505
1991;29;MATINA;0,259;0,076;0,632;0,362
1991;29;MEDEIROS NETO;0,374;0,156;0,640;0,523
1991;29;MIGUEL CALMON;0,307;0,131;0,499;0,442
1991;29;MILAGRES;0,332;0,145;0,553;0,456
1991;29;MIRANGABA;0,241;0,071;0,511;0,387
1991;29;MIRANTE;0,173;0,021;0,587;0,419
1991;29;MONTE SANTO;0,195;0,038;0,493;0,394
1991;29;MORPARÁ;0,277;0,085;0,613;0,408
1991;29;MORRO DO CHAPÉU;0,293;0,107;0,512;0,459
1991;29;MORTUGABA;0,342;0,146;0,650;0,423
1991;29;MUCUGÊ;0,327;0,125;0,609;0,460
1991;29;MUCURI;0,275;0,072;0,555;0,522
1991;29;MULUNGU DO MORRO;0,216;0,049;0,522;0,396
1991;29;MUNDO NOVO;0,289;0,092;0,617;0,424
1991;29;MUNIZ FERREIRA;0,363;0,192;0,585;0,425
1991;29;MUQUÉM DE SÃO FRANCISCO;0,229;0,055;0,561;0,389
1991;29;MURITIBA;0,411;0,262;0,551;0,482
1991;29;MUTUÍPE;0,287;0,105;0,521;0,433
1991;29;NAZARÉ;0,407;0,243;0,561;0,494
1991;29;NILO PEÇANHA;0,236;0,059;0,512;0,435
1991;29;NORDESTINA;0,200;0,046;0,484;0,358
1991;29;NOVA CANAÃ;0,258;0,069;0,558;0,447
1991;29;NOVA FÁTIMA;0,291;0,084;0,538;0,545
1991;29;NOVA IBIÁ;0,249;0,064;0,554;0,434
1991;29;NOVA ITARANA;0,181;0,032;0,484;0,383
1991;29;NOVA REDENÇÃO;0,272;0,092;0,546;0,401
1991;29;NOVA SOURE;0,295;0,101;0,567;0,447
1991;29;NOVA VIÇOSA;0,318;0,112;0,548;0,525
1991;29;NOVO HORIZONTE;0,310;0,099;0,645;0,465
1991;29;NOVO TRIUNFO;0,241;0,079;0,499;0,356
1991;29;OLINDINA;0,273;0,090;0,548;0,412
1991;29;OLIVEIRA DOS BREJINHOS;0,239;0,059;0,614;0,376
1991;29;OURIÇANGAS;0,279;0,094;0,541;0,427
1991;29;OUROLÂNDIA;0,219;0,056;0,457;0,410
1991;29;PALMAS DE MONTE ALTO;0,272;0,074;0,632;0,432
1991;29;PALMEIRAS;0,351;0,151;0,589;0,487
1991;29;PARAMIRIM;0,321;0,128;0,638;0,406
1991;29;PARATINGA;0,251;0,079;0,556;0,361
1991;29;PARIPIRANGA;0,299;0,102;0,524;0,501
1991;29;PAU BRASIL;0,259;0,076;0,532;0,431
1991;29;PAULO AFONSO;0,429;0,233;0,591;0,574
1991;29;PÉ DE SERRA;0,239;0,062;0,578;0,383
1991;29;PEDRÃO;0,324;0,126;0,618;0,438
1991;29;PEDRO ALEXANDRE;0,166;0,022;0,547;0,381
1991;29;PIATÃ;0,250;0,069;0,609;0,370
1991;29;PILÃO ARCADO;0,172;0,031;0,530;0,311
1991;29;PINDAÍ;0,321;0,119;0,632;0,439
1991;29;PINDOBAÇU;0,231;0,062;0,520;0,380
1991;29;PINTADAS;0,254;0,070;0,552;0,425
1991;29;PIRAÍ DO NORTE;0,270;0,072;0,593;0,462
1991;29;PIRIPÁ;0,256;0,062;0,625;0,431
1991;29;PIRITIBA;0,303;0,110;0,600;0,423
1991;29;PLANALTINO;0,241;0,057;0,602;0,407
1991;29;PLANALTO;0,207;0,042;0,499;0,423
1991;29;POÇÕES;0,281;0,090;0,552;0,448
1991;29;POJUCA;0,445;0,253;0,629;0,553
1991;29;PONTO NOVO;0,210;0,051;0,517;0,349
1991;29;PORTO SEGURO;0,367;0,145;0,627;0,544
1991;29;POTIRAGUÁ;0,311;0,123;0,570;0,430
1991;29;PRADO;0,298;0,106;0,555;0,449
1991;29;PRESIDENTE DUTRA;0,334;0,183;0,468;0,436
1991;29;PRESIDENTE JÂNIO QUADROS;0,206;0,039;0,557;0,402
1991;29;PRESIDENTE TANCREDO NEVES;0,192;0,033;0,555;0,384
1991;29;QUEIMADAS;0,267;0,096;0,489;0,407
1991;29;QUIJINGUE;0,191;0,045;0,441;0,353
1991;29;QUIXABEIRA;0,250;0,070;0,542;0,411
1991;29;RAFAEL JAMBEIRO;0,243;0,063;0,549;0,413
1991;29;REMANSO;0,294;0,101;0,576;0,439
1991;29;RETIROLÂNDIA;0,321;0,151;0,528;0,415
1991;29;RIACHÃO DAS NEVES;0,267;0,082;0,561;0,416
1991;29;RIACHÃO DO JACUÍPE;0,342;0,150;0,563;0,473
1991;29;RIACHO DE SANTANA;0,327;0,138;0,603;0,422
1991;29;RIBEIRA DO AMPARO;0,192;0,037;0,502;0,381
1991;29;RIBEIRA DO POMBAL;0,321;0,140;0,477;0,493
1991;29;RIBEIRÃO DO LARGO;0,203;0,038;0,520;0,422
1991;29;RIO DE CONTAS;0,389;0,220;0,609;0,438
1991;29;RIO DO ANTÔNIO;0,269;0,092;0,573;0,370
1991;29;RIO DO PIRES;0,299;0,101;0,638;0,413
1991;29;RIO REAL;0,306;0,113;0,516;0,490
1991;29;RODELAS;0,435;0,267;0,591;0,522
1991;29;RUY BARBOSA;0,318;0,103;0,620;0,503
1991;29;SALINAS DA MARGARIDA;0,373;0,214;0,551;0,439
1991;29;SALVADOR;0,563;0,383;0,679;0,686
1991;29;SANTA BÁRBARA;0,279;0,097;0,522;0,431
1991;29;SANTA BRÍGIDA;0,197;0,039;0,495;0,396
1991;29;SANTA CRUZ CABRÁLIA;0,334;0,119;0,625;0,502
1991;29;SANTA CRUZ DA VITÓRIA;0,308;0,123;0,602;0,395
1991;29;SANTA INÊS;0,296;0,102;0,629;0,404
1991;29;SANTALUZ;0,309;0,118;0,540;0,465
1991;29;SANTA LUZIA;0,249;0,069;0,512;0,438
1991;29;SANTA MARIA DA VITÓRIA;0,322;0,116;0,599;0,479
1991;29;SANTANA;0,348;0,143;0,616;0,479
1991;29;SANTANÓPOLIS;0,297;0,108;0,617;0,394
1991;29;SANTA RITA DE CÁSSIA;0,329;0,148;0,602;0,401
1991;29;SANTA TERESINHA;0,278;0,078;0,637;0,431
1991;29;SANTO AMARO;0,402;0,231;0,551;0,511
1991;29;SANTO ANTÔNIO DE JESUS;0,450;0,259;0,655;0,537
1991;29;SANTO ESTÊVÃO;0,323;0,124;0,578;0,471
1991;29;SÃO DESIDÉRIO;0,272;0,077;0,593;0,442
1991;29;SÃO DOMINGOS;0,315;0,134;0,528;0,442
1991;29;SÃO FÉLIX;0,388;0,220;0,550;0,483
1991;29;SÃO FÉLIX DO CORIBE;0,308;0,103;0,617;0,459
1991;29;SÃO FELIPE;0,293;0,091;0,638;0,434
1991;29;SÃO FRANCISCO DO CONDE;0,355;0,145;0,593;0,521
1991;29;SÃO GABRIEL;0,283;0,129;0,467;0,377
1991;29;SÃO GONÇALO DOS CAMPOS;0,339;0,149;0,561;0,468
1991;29;SÃO JOSÉ DA VITÓRIA;0,246;0,065;0,618;0,371
1991;29;SÃO JOSÉ DO JACUÍPE;0,243;0,064;0,531;0,423
1991;29;SÃO MIGUEL DAS MATAS;0,279;0,076;0,632;0,451
1991;29;SÃO SEBASTIÃO DO PASSÉ;0,401;0,193;0,631;0,528
1991;29;SAPEAÇU;0,374;0,177;0,638;0,463
1991;29;SÁTIRO DIAS;0,229;0,063;0,489;0,390
1991;29;SAUBARA;0,352;0,176;0,551;0,450
1991;29;SAÚDE;0,306;0,120;0,589;0,407
1991;29;SEABRA;0,327;0,130;0,589;0,457
1991;29;SEBASTIÃO LARANJEIRAS;0,340;0,121;0,612;0,531
1991;29;SENHOR DO BONFIM;0,356;0,162;0,547;0,508
1991;29;SERRA DO RAMALHO;0,233;0,071;0,506;0,352
1991;29;SENTO SÉ;0,269;0,082;0,522;0,456
1991;29;SERRA DOURADA;0,271;0,089;0,615;0,363
1991;29;SERRA PRETA;0,230;0,059;0,522;0,397
1991;29;SERRINHA;0,388;0,203;0,589;0,490
1991;29;SERROLÂNDIA;0,294;0,103;0,594;0,415
1991;29;SIMÕES FILHO;0,430;0,230;0,636;0,543
1991;29;SÍTIO DO MATO;0,259;0,084;0,556;0,371
1991;29;SÍTIO DO QUINTO;0,201;0,037;0,495;0,446
1991;29;SOBRADINHO;0,403;0,207;0,576;0,549
1991;29;SOUTO SOARES;0,244;0,073;0,544;0,368
1991;29;TABOCAS DO BREJO VELHO;0,307;0,125;0,625;0,369
1991;29;TANHAÇU;0,269;0,080;0,536;0,453
1991;29;TANQUE NOVO;0,309;0,119;0,642;0,386
1991;29;TANQUINHO;0,351;0,168;0,589;0,437
1991;29;TAPEROÁ;0,265;0,083;0,567;0,397
1991;29;TAPIRAMUTÁ;0,268;0,085;0,557;0,407
1991;29;TEIXEIRA DE FREITAS;0,378;0,169;0,558;0,571
1991;29;TEODORO SAMPAIO;0,399;0,205;0,642;0,482
1991;29;TEOFILÂNDIA;0,253;0,061;0,589;0,451
1991;29;TEOLÂNDIA;0,268;0,070;0,620;0,446
1991;29;TERRA NOVA;0,371;0,193;0,631;0,419
1991;29;TREMEDAL;0,222;0,046;0,594;0,403
1991;29;TUCANO;0,278;0,091;0,540;0,438
1991;29;UAUÁ;0,277;0,099;0,540;0,396
1991;29;UBAÍRA;0,281;0,095;0,585;0,398
1991;29;UBAITABA;0,316;0,124;0,524;0,485
1991;29;UBATÃ;0,353;0,157;0,556;0,503
1991;29;UIBAÍ;0,324;0,161;0,512;0,413
1991;29;UMBURANAS;0,175;0,034;0,474;0,335
1991;29;UNA;0,259;0,073;0,551;0,430
1991;29;URANDI;0,329;0,101;0,638;0,553
1991;29;URUÇUCA;0,269;0,077;0,634;0,400
1991;29;UTINGA;0,260;0,082;0,481;0,448
1991;29;VALENÇA;0,376;0,183;0,574;0,506
1991;29;VALENTE;0,317;0,136;0,528;0,445
1991;29;VÁRZEA DA ROÇA;0,237;0,069;0,512;0,376
1991;29;VÁRZEA DO POÇO;0,344;0,155;0,632;0,417
1991;29;VÁRZEA NOVA;0,239;0,078;0,457;0,382
1991;29;VARZEDO;0,303;0,109;0,597;0,429
1991;29;VERA CRUZ;0,412;0,224;0,605;0,516
1991;29;VEREDA;0,290;0,090;0,571;0,475
1991;29;VITÓRIA DA CONQUISTA;0,409;0,214;0,555;0,574
1991;29;WAGNER;0,323;0,156;0,508;0,426
1991;29;WANDERLEY;0,290;0,092;0,600;0,440
1991;29;WENCESLAU GUIMARÃES;0,230;0,048;0,621;0,406
1991;29;XIQUE-XIQUE;0,298;0,127;0,477;0,437
1991;31;Abadia dos Dourados;0,449;0,225;0,728;0,551
1991;31;Abaeté;0,417;0,180;0,717;0,561
1991;31;Abre Campo;0,379;0,168;0,678;0,479
1991;31;Acaiaca;0,336;0,112;0,636;0,533
1991;31;Açucena;0,267;0,064;0,665;0,447
1991;31;Água Boa;0,256;0,056;0,675;0,442
1991;31;Água Comprida;0,442;0,199;0,759;0,573
1991;31;Aguanil;0,405;0,183;0,703;0,515
1991;31;Águas Formosas;0,382;0,176;0,625;0,508
1991;31;Águas Vermelhas;0,330;0,118;0,589;0,519
1991;31;Aimorés;0,429;0,213;0,679;0,545
1991;31;Aiuruoca;0,377;0,138;0,697;0,556
1991;31;Alagoa;0,441;0,222;0,675;0,573
1991;31;Albertina;0,403;0,148;0,744;0,594
1991;31;Além Paraíba;0,553;0,383;0,704;0,628
1991;31;Alfenas;0,536;0,308;0,759;0,657
1991;31;Alfredo Vasconcelos;0,405;0,192;0,689;0,503
1991;31;Almenara;0,382;0,158;0,629;0,560
1991;31;Alpercata;0,374;0,154;0,716;0,475
1991;31;Alpinópolis;0,433;0,186;0,734;0,596
1991;31;Alterosa;0,370;0,137;0,710;0,521
1991;31;Alto Caparaó;0,398;0,162;0,697;0,559
1991;31;Alto Rio Doce;0,298;0,090;0,657;0,448
1991;31;Alvarenga;0,315;0,109;0,649;0,443
1991;31;Alvinópolis;0,443;0,228;0,694;0,548
1991;31;Alvorada de Minas;0,316;0,106;0,676;0,441
1991;31;Amparo do Serra;0,353;0,153;0,630;0,456
1991;31;Andradas;0,499;0,247;0,766;0,657
1991;31;Cachoeira de Pajeú;0,284;0,080;0,625;0,457
1991;31;Andrelândia;0,441;0,240;0,657;0,543
1991;31;Angelândia;0,289;0,088;0,628;0,437
1991;31;Antônio Carlos;0,422;0,211;0,711;0,502
1991;31;Antônio Dias;0,330;0,108;0,677;0,492
1991;31;Antônio Prado de Minas;0,421;0,246;0,657;0,461
1991;31;Araçaí;0,477;0,272;0,679;0,588
1991;31;Aracitaba;0,414;0,202;0,665;0,529
1991;31;Araçuaí;0,338;0,121;0,652;0,491
1991;31;Araguari;0,549;0,337;0,766;0,642
1991;31;Arantina;0,471;0,302;0,688;0,502
1991;31;Araponga;0,277;0,082;0,587;0,442
1991;31;Araporã;0,428;0,187;0,734;0,572
1991;31;Arapuá;0,459;0,236;0,744;0,549
1991;31;Araújos;0,434;0,206;0,711;0,558
1991;31;Araxá;0,549;0,364;0,707;0,643
1991;31;Arceburgo;0,461;0,252;0,666;0,583
1991;31;Arcos;0,478;0,257;0,727;0,586
1991;31;Areado;0,478;0,263;0,710;0,586
1991;31;Argirita;0,411;0,201;0,706;0,488
1991;31;Aricanduva;0,210;0,036;0,666;0,386
1991;31;Arinos;0,349;0,131;0,660;0,492
1991;31;Astolfo Dutra;0,491;0,291;0,709;0,575
1991;31;Ataléia;0,283;0,080;0,650;0,436
1991;31;Augusto de Lima;0,315;0,104;0,637;0,471
1991;31;Baependi;0,430;0,211;0,692;0,545
1991;31;Baldim;0,430;0,207;0,713;0,539
1991;31;Bambuí;0,498;0,291;0,719;0,591
1991;31;Bandeira;0,249;0,060;0,627;0,409
1991;31;Bandeira do Sul;0,419;0,179;0,709;0,579
1991;31;Barão de Cocais;0,459;0,251;0,679;0,567
1991;31;Barão de Monte Alto;0,405;0,215;0,650;0,477
1991;31;Barbacena;0,541;0,355;0,717;0,621
1991;31;Barra Longa;0,359;0,143;0,636;0,508
1991;31;Barroso;0,493;0,309;0,711;0,544
1991;31;Bela Vista de Minas;0,426;0,255;0,603;0,502
1991;31;Belmiro Braga;0,389;0,149;0,718;0,550
1991;31;Belo Horizonte;0,602;0,406;0,727;0,740
1991;31;Belo Oriente;0,382;0,185;0,606;0,498
1991;31;Belo Vale;0,373;0,155;0,675;0,498
1991;31;Berilo;0,340;0,110;0,698;0,510
1991;31;Bertópolis;0,316;0,110;0,606;0,473
1991;31;Berizal;0,242;0,058;0,589;0,417
1991;31;Betim;0,450;0,227;0,680;0,590
1991;31;Bias Fortes;0,371;0,146;0,714;0,490
1991;31;Bicas;0,575;0,409;0,727;0,639
1991;31;Biquinhas;0,410;0,184;0,717;0,523
1991;31;Boa Esperança;0,453;0,204;0,733;0,620
1991;31;Bocaina de Minas;0,372;0,142;0,685;0,528
1991;31;Bocaiúva;0,410;0,186;0,688;0,540
1991;31;Bom Despacho;0,492;0,270;0,711;0,620
1991;31;Bom Jardim de Minas;0,451;0,225;0,715;0,572
1991;31;Bom Jesus da Penha;0,418;0,180;0,700;0,578
1991;31;Bom Jesus do Amparo;0,410;0,207;0,652;0,509
1991;31;Bom Jesus do Galho;0,348;0,153;0,608;0,453
1991;31;Bom Repouso;0,385;0,140;0,725;0,564
1991;31;Bom Sucesso;0,444;0,222;0,721;0,545
1991;31;Bonfim;0,356;0,132;0,674;0,505
1991;31;Bonfinópolis de Minas;0,428;0,197;0,697;0,569
1991;31;Bonito de Minas;0,239;0,065;0,588;0,357
1991;31;Borda da Mata;0,507;0,282;0,744;0,622
1991;31;Botelhos;0,456;0,211;0,737;0,608
1991;31;Botumirim;0,344;0,131;0,651;0,478
1991;31;Brasilândia de Minas;0,392;0,170;0,676;0,526
1991;31;Brasília de Minas;0,345;0,137;0,652;0,461
1991;31;Brás Pires;0,352;0,147;0,698;0,425
1991;31;Braúnas;0,343;0,129;0,657;0,477
1991;31;Brasópolis;0,437;0,231;0,675;0,537
1991;31;Brumadinho;0,477;0,258;0,706;0,596
1991;31;Bueno Brandão;0,369;0,123;0,708;0,579
1991;31;Buenópolis;0,377;0,183;0,603;0,486
1991;31;Bugre;0,259;0,058;0,695;0,429
1991;31;Buritis;0,377;0,162;0,665;0,497
1991;31;Buritizeiro;0,326;0,122;0,593;0,478
1991;31;Cabeceira Grande;0,352;0,118;0,697;0,531
1991;31;Cabo Verde;0,377;0,141;0,655;0,581
1991;31;Cachoeira da Prata;0,516;0,316;0,693;0,627
1991;31;Cachoeira de Minas;0,469;0,273;0,721;0,524
1991;31;Cachoeira Dourada;0,431;0,214;0,724;0,518
1991;31;Caetanópolis;0,430;0,197;0,688;0,587
1991;31;Caeté;0,501;0,318;0,685;0,578
1991;31;Caiana;0,384;0,177;0,642;0,497
1991;31;Cajuri;0,334;0,141;0,618;0,427
1991;31;Caldas;0,467;0,221;0,744;0,620
1991;31;Camacho;0,344;0,117;0,665;0,524
1991;31;Camanducaia;0,413;0,166;0,699;0,609
1991;31;Cambuí;0,457;0,220;0,700;0,618
1991;31;Cambuquira;0,466;0,233;0,730;0,595
1991;31;Campanário;0,372;0,162;0,636;0,501
1991;31;Campanha;0,469;0,237;0,733;0,595
1991;31;Campestre;0,431;0,198;0,699;0,578
1991;31;Campina Verde;0,446;0,198;0,754;0,594
1991;31;Campo Azul;0,337;0,114;0,652;0,513
1991;31;Campo Belo;0,488;0,278;0,719;0,581
1991;31;Campo do Meio;0,431;0,202;0,683;0,579
1991;31;Campo Florido;0,507;0,275;0,719;0,661
1991;31;Campos Altos;0,465;0,225;0,730;0,612
1991;31;Campos Gerais;0,412;0,179;0,690;0,565
1991;31;Canaã;0,358;0,171;0,666;0,404
1991;31;Canápolis;0,449;0,216;0,727;0,577
1991;31;Cana Verde;0,375;0,142;0,703;0,529
1991;31;Candeias;0,378;0,142;0,719;0,527
1991;31;Cantagalo;0,320;0,107;0,675;0,453
1991;31;Caparaó;0,368;0,131;0,697;0,546
1991;31;Capela Nova;0,414;0,215;0,659;0,502
1991;31;Capelinha;0,355;0,140;0,625;0,513
1991;31;Capetinga;0,396;0,149;0,710;0,587
1991;31;Capim Branco;0,479;0,277;0,701;0,565
1991;31;Capinópolis;0,470;0,232;0,727;0,616
1991;31;Capitão Andrade;0,304;0,092;0,630;0,485
1991;31;Capitão Enéas;0,367;0,154;0,652;0,493
1991;31;Capitólio;0,489;0,263;0,734;0,606
1991;31;Caputira;0,300;0,100;0,609;0,444
1991;31;Caraí;0,249;0,056;0,652;0,422
1991;31;Caranaíba;0,342;0,134;0,689;0,432
1991;31;Carandaí;0,409;0,179;0,711;0,538
1991;31;Carangola;0,499;0,293;0,729;0,581
1991;31;Caratinga;0,442;0,221;0,688;0,567
1991;31;Carbonita;0,308;0,097;0,666;0,451
